523 vergewaltigen, vergewaltige, vergewaltigt, vergewaltigte, vergewaltigte, vergewaltige, vergewaltigt, haben, vergewaltigt
522 herzukommen, komme herzu, kommt herzu, kam herzu, käme herzu, komm herzu, kommt herzu, sein, herzugekommen
521 blockieren, blockiere, blockiert, blockierte, blockierte, blockier, blockiert, haben, blockiert
520 anhängen, hänge an, hängt an, hing an, hinge an, hänge an, hängt an, haben, angehangen
520 ansprechen, spreche an, spricht an, sprach an, spräche an, sprich an, sprecht an, haben, angesprochen
519 erregen, errege, erregt, erregte, erregte, errege, erregt, haben, erregt
519 grillen, grille, grillt, grillte, grillte, grille, grillt, haben, gegrillt
518 erforschen, erforsche, erforscht, erforschte, erforschte, erforsche, erforscht, haben, erforscht
518 klarkommen, komme klar, kommt klar, kam klar, käme klar, komm klar, kommt klar, sein, klargekommen
517 pflegen, pflege, pflegt, pflegte, pflegte, pflege, pflegt, haben, gepflegt
517 ausdenken, denke aus, denkt aus, dachte aus, dächte aus, denke aus, denkt aus, haben, ausgedacht
515 zünden, zünde, zündet, zündete, zündete, zünd, zündet, haben, gezündet
514 einpacken, packe ein, packt ein, packte ein, packte ein, pack ein, packt ein, haben, eingepackt
513 zwiebeln, zwieble, zwiebelt, zwiebelte, zwiebelte, zwieble, zwiebelt, haben, gezwiebelt
512 schnellen, schnelle, schnellt, schnellte, schnellte, schnell, schnellt, haben, geschnellt
511 bevorzugen, bevorzuge, bevorzugt, bevorzugte, bevorzugte, bevorzuge, bevorzugt, haben, bevorzugt
510 knurren, knurre, knurrt, knurrte, knurrte, knurre, knurrt, haben, geknurrt
510 streben, strebe, strebt, strebte, strebte, strebe, strebt, haben, gestrebt
510 meiden, meide, meidet, mied, miede, meide, meidet, haben, gemieden
509 aufwecken, wecke auf, weckt auf, weckte auf, weckte auf, weck auf, weckt auf, haben, aufgeweckt
509 enthalten, enthalte, enthält, enthielt, enthielte, enthalte, enthaltet, haben, enthalten
509 verleihen, verleihe, verleiht, verlieh, verliehe, verleih, verleiht, haben, verliehen
508 versammeln, versammle, versammelt, versammelte, versammelte, versammle, versammelt, haben, versammelt
508 herbringen, bringe her, bringt her, brachte her, brächte her, bring her, bringt her, haben, hergebracht
507 rauschen, rausche, rauscht, rauschte, rauschte, rausche, rauscht, haben, gerauscht
506 belasten, belaste, belastet, belastete, belastete, belaste, belastet, haben, belastet
506 weigern, weigere, weigert, weigerte, weigerte, weiger, weigert, haben, geweigert
504 lehnen, lehne, lehnt, lehnte, lehnte, lehn, lehnt, haben, gelehnt
503 abknallen, knalle ab, knallt ab, knallte ab, knallte ab, knall ab, knallt ab, haben, abgeknallt
503 aufsuchen, suche auf, sucht auf, suchte auf, suchte auf, such auf, sucht auf, haben, aufgesucht
503 verarbeiten, verarbeite, verarbeitet, verarbeitete, verarbeitete, verarbeite, verarbeitet, haben, verarbeitet
503 zurückzahlen, zahle zurück, zahlt zurück, zahlte zurück, zahlt zurück, zahl zurück, zahlt zurück, haben, zurückgezahlt
502 gelingen, gelinge, gelingt, gelang, gelänge, gelinge, gelingt, sein, gelungen
501 punkten, punkte, punktet, punktete, punktete, punkt, punktet, haben, gepunktet
501 bewirken, bewirke, bewirkt, bewirkte, bewirkte, bewirk, bewirkt, haben, bewirkt
499 nötigen, nötige, nötigt, nötigte, nötigte, nötige, nötigt, haben, genötigt
498 flirten, flirte, flirtet, flirtete, flirtete, flirt, flirtet, haben, geflirtet
498 verweigern, verweigere, verweigert, verweigerte, verweigerte, verweigere, verweigert, haben, verweigert
497 stopfen, stopfe, stopft, stopfte, stopfte, stopfe, stopft, haben, gestopft
497 eingreifen, greife ein, greift ein, griff ein, griffe ein, greife ein, greift ein, haben, eingegriffen
497 korrigieren, korrigiere, korrigiert, korrigierte, korrigierte, korrigiere, korrigiert, haben, korrigiert
495 spucken, spucke, spuckt, spuckte, spuckte, spucke, spuckt, haben, gespuckt
493 belassen, belasse, belässt, beließ, beließe, belass, belasst, haben, belassen
491 kleben, klebe, klebt, klebte, klebte, kleb, klebt, haben, geklebt
491 verkünden, verkünde, verkündet, verkündete, verkündete, verkünde, verkündet, haben, verkündet
490 klappern, klappere, klappert, klapperte, klapperte, klappere, klappert, haben, geklappert
490 klatschen, klatsche, klatscht, klatschte, klatschte, klatsch, klatscht, haben, geklatscht
490 einlassen, lasse ein, lässt ein, ließ ein, ließe ein, lass ein, lasst ein, haben, eingelassen
490 geistern, geistere, geistert, geisterte, geisterte, geister, geistert, haben, gegeistert
485 benachrichtigen, benachrichtige, benachrichtigt, benachrichtigte, benachrichtigte, benachrichtige, benachrichtigt, haben, benachrichtigt
484 bearbeiten, bearbeite, bearbeitet, bearbeitete, bearbeitete, bearbeite, bearbeitet, haben, bearbeitet
484 grinsen, grinse, grinst, grinste, grinste, grinse, grinst, haben, gegrinst
484 deaktivieren, deaktiviere, deaktiviert, deaktivierte, deaktivierte, deaktiviere, deaktiviert, haben, deaktiviert
483 vorbeischauen, schaue vorbei, schaut vorbei, schaute vorbei, schaute vorbei, schau vorbei, schaut vorbei, haben, vorbeigeschaut
481 vergrößern, vergrößere, vergrößert, vergrößerte, vergrößerte, vergrößere, vergrößert, haben, vergrößert
481 anhaben, habe an, hat an, hatte an, hätte an, hab an, habt an, haben, angehabt
481 beziehen, beziehe, bezieht, bezog, bezöge, beziehe, bezieht, haben, bezogen
481 strecken, strecke, streckt, streckte, streckte, streck, streckt, haben, gestreckt
479 wegbringen, bringe weg, bringt weg, brachte weg, brächte weg, bring weg, bringt weg, haben, weggebracht
479 anrichten, richte an, richtet an, richtete an, richtete an, richte an, richtet an, haben, angerichtet
477 auspacken, packe aus, packt aus, packte aus, packte aus, pack aus, packt aus, haben, ausgepackt
475 aufteilen, teile auf, teilt auf, teilte auf, teilte auf, teil auf, teilt auf, haben, aufgeteilt
475 verwechseln, verwechsle, verwechselt, verwechselte, verwechselte, verwechsle, verwechselt, haben, verwechselt
474 weiterfahren, fahre weiter, fährt weiter, fuhr weiter, führe weiter, fahr weiter, fahrt weiter, sein, weitergefahren
470 verantworten, verantworte, verantwortet, verantwortete, verantwortete, verantwort, verantwortet, haben, verantwortet
470 herumlaufen, laufe herum, läuft herum, lief herum, liefe herum, lauf herum, lauft herum, sein, herumgelaufen
469 sinnen, sinne, sinnt, sann, sänne, sinne, sinnt, haben, gesonnen
468 profitieren, profitiere, profitiert, profitierte, profitierte, profitiere, profitiert, haben, profitiert
468 erwecken, erwecke, erweckt, erweckte, erweckte, erweck, erweckt, haben, erweckt
467 rauben, raube, raubt, raubte, raubte, raube, raubt, haben, geraubt
467 beugen, beuge, beugt, beugte, beugte, beuge, beugt, haben, gebeugt
466 türken, türke, türkt, türkte, türkte, türke, türkt, haben, getürkt
466 vertuschen, vertusche, vertuscht, vertuschte, vertuschte, vertusch, vertuscht, haben, vertuscht
466 errichten, errichte, errichtet, errichtete, errichtete, errichte, errichtet, haben, errichtet
465 dulden, dulde, duldet, duldete, duldete, dulde, duldet, haben, geduldet
464 schluchzen, schluchze, schluchzt, schluchzte, schluchzte, schluchz, schluchzt, haben, geschluchzt
464 einlegen, lege ein, legt ein, legte ein, legte ein, leg ein, legt ein, haben, eingelegt
462 schleppen, schleppe, schleppt, schleppte, schleppte, schleppe, schleppt, haben, geschleppt
462 begleichen, begleiche, begleicht, beglich, begliche, begleiche, begleicht, haben, beglichen
462 eliminieren, eliminiere, eliminiert, eliminierte, eliminierte, eliminiere, eliminiert, haben, eliminiert
461 ausflippen, flippe aus, flippt aus, flippte aus, flippte aus, flippe aus, flippt aus, sein, ausgeflippt
460 strahlen, strahle, strahlt, strahlte, strahlte, strahl, strahlt, haben, gestrahlt
459 schlagzeilen, schlagzeile, schlagzeilt, schlagzeilte, schlagzeilte, schlagzeile, schlagzeilt, haben, geschlagzeilt
459 verstärken, verstärke, verstärkt, verstärkte, verstärkte, verstärk, verstärkt, haben, verstärkt
459 zerschlagen, zerschlage, zerschlägt, zerschlug, zerschlüge, zerschlag, zerschlagt, haben, zerschlagen
459 verständigen, verständige, verständigt, verständigte, verständigte, verständig, verständigt, haben, verständigt
458 bedrohen, bedrohe, bedroht, bedrohte, bedrohte, bedrohe, bedroht, haben, bedroht
458 verwirren, verwirre, verwirrt, verwirrte, verwirrte, verwirre, verwirrt, haben, verwirrt
457 berufen, berufe, beruft, berief, beriefe, beruf, beruft, haben, berufen
457 provozieren, provoziere, provoziert, provozierte, provozierte, provoziere, provoziert, haben, provoziert
457 anmachen, mache an, macht an, machte an, machte an, mach an, macht an, haben, angemacht
457 vorwerfen, werfe vor, wirft vor, warf vor, würfe vor, wirf vor, werft vor, haben, vorgeworfen
456 verärgern, verärgere, verärgert, verärgerte, verärgerte, verärger, verärgert, haben, verärgert
455 vermitteln, vermittle, vermittelt, vermittelte, vermittelte, vermittle, vermittelt, haben, vermittelt
454 schichten, schichte, schichtet, schichtete, schichtete, schichte, schichtet, haben, geschichtet
454 finanzieren, finanziere, finanziert, finanzierte, finanzierte, finanziere, finanziert, haben, finanziert
453 bezeugen, bezeuge, bezeugt, bezeugte, bezeugte, bezeug, bezeugt, haben, bezeugt
453 kapieren, kapiere, kapiert, kapierte, kapierte, kapiere, kapiert, haben, kapiert
453 verrotten, verrotte, verrottet, verrottete, verrottete, verrott, verrottet, sein, verrottet
453 zurückbekommen, bekomme zurück, bekommt zurück, bekam zurück, bekäme zurück, bekomm zurück, bekommt zurück, haben, zurückbekommen
453 abreißen, reiße ab, reißt ab, riss ab, risse ab, reiß ab, reißt ab, haben, abgerissen
452 angeben, gebe an, gibt an, gab an, gäbe an, gib an, gebt an, haben, angegeben
450 schnarchen, schnarche, schnarcht, schnarchte, schnarchte, schnarche, schnarcht, haben, geschnarcht
450 staunen, staune, staunt, staunte, staunte, staun, staunt, haben, gestaunt
450 engagieren, engagiere, engagiert, engagierte, engagierte, engagiere, engagiert, haben, engagiert
449 anliegen, liege an, liegt an, lag an, läge an, lieg an, liegt an, haben, angelegen
448 ermöglichen, ermögliche, ermöglicht, ermöglichte, ermöglichte, ermöglich, ermöglicht, haben, ermöglicht
448 stinken, stinke, stinkt, stank, stänke, stinke, stinkt, haben, gestunken
448 bestechen, besteche, besticht, bestach, bestäche, bestich, bestecht, haben, bestochen
447 anstoßen, stoße an, stößt an, stieß an, stieße an, stoße an, stoßt an, haben, angestoßen
447 aufziehen, ziehe auf, zieht auf, zog auf, zöge auf, zieh auf, zieht auf, haben, aufgezogen
446 austauschen, tausche aus, tauscht aus, tauschte aus, tauschte aus, tausch aus, tauscht aus, haben, ausgetauscht
444 aufwachsen, wachse auf, wächst auf, wuchs auf, wüchse auf, wachse auf, wachst auf, sein, aufgewachsen
444 fortgehen, gehe fort, geht fort, ging fort, ginge fort, geh fort, geht fort, sein, fortgegangen
444 fügen, füge, fügt, fügte, fügte, füge, fügt, haben, gefügt
443 ausschließen, schließe aus, schließt aus, schloss aus, schlösse aus, schließ aus, schließt aus, haben, ausgeschlossen
443 steinen, steine, steint, steinte, steinte, stein, steint, haben, gesteint
442 hungern, hungere, hungert, hungerte, hungerte, hungere, hungert, haben, gehungert
442 beklagen, beklage, beklagt, beklagte, beklagte, beklag, beklagt, haben, beklagt
440 durchatmen, atme durch, atmet durch, atmete durch, atmete durch, atme durch, atmet durch, haben, durchgeatmet
439 abstimmen, stimme ab, stimmt ab, stimmte ab, stimmte ab, stimm ab, stimmt ab, haben, abgestimmt
439 unterschätzen, unterschätze, unterschätzt, unterschätzte, unterschätzte, unterschätze, unterschätzt, haben, unterschätzt
438 anwenden, wende an, wendet an, wandte an, wandte an, wende an, wendet an, haben, angewandt
437 befassen, befasse, befasst, befasste, befasste, befass, befasst, haben, befasst
436 aufwärmen, wärme auf, wärmt auf, wärmte auf, wärmte auf, wärme auf, wärmt auf, haben, aufgewärmt
435 senken, senke, senkt, senkte, senkte, senke, senkt, haben, gesenkt
435 zerreißen, zerreiße, zerreißt, zerriss, zerrisse, zerreiß, zerreißt, haben, zerrissen
434 lagern, lagere, lagert, lagerte, lagerte, lagere, lagert, haben, gelagert
433 biegen, biege, biegt, bog, böge, biege, biegt, haben, gebogen
432 gönnen, gönne, gönnt, gönnte, gönnte, gönne, gönnt, haben, gegönnt
432 mithalten, halte mit, hält mit, hielt mit, hielte mit, halte mit, haltet mit, haben, mitgehalten
431 misstrauen, misstraue, misstraut, misstraute, misstraute, misstraue, misstraut, haben, misstraut
431 säubern, säubere, säubert, säuberte, säuberte, säubere, säubert, haben, gesäubert
430 schweben, schwebe, schwebt, schwebte, schwebte, schweb, schwebt, sein, geschwebt
430 einhalten, halte ein, hält ein, hielt ein, hielte ein, halte ein, haltet ein, haben, eingehalten
430 kauen, kaue, kaut, kaute, kaute, kaue, kaut, haben, gekaut
429 surfen, surfe, surft, surfte, surfte, surfe, surft, haben, gesurft
429 schonen, schone, schont, schonte, schonte, schone, schont, haben, geschont
429 einsehen, sehe ein, sieht ein, sah ein, sähe ein, sieh ein, seht ein, haben, eingesehen
428 kippen, kippe, kippt, kippte, kippte, kippe, kippt, haben, gekippt
427 erziehen, erziehe, erzieht, erzog, erzöge, erzieh, erzieht, haben, erzogen
427 durchdrehen, drehe durch, dreht durch, drehte durch, drehte durch, dreh durch, dreht durch, sein, durchgedreht
427 dastehen, stehe da, steht da, stand da, stünde da, steh da, steht da, haben, dagestanden
426 reiben, reibe, reibt, rieb, riebe, reibe, reibt, haben, gerieben
425 zuschauen, schaue zu, schaut zu, schaute zu, schaute zu, schau zu, schaut zu, haben, zugeschaut
425 weiterhelfen, helfe weiter, hilft weiter, half weiter, hülfe weiter, hilf weiter, helft weiter, haben, weitergeholfen
424 ausfüllen, fülle aus, füllt aus, füllte aus, füllte aus, fülle aus, füllt aus, haben, ausgefüllt
424 verdoppeln, verdopple, verdoppelt, verdoppelte, verdoppelte, verdoppele, verdoppelt, haben, verdoppelt
423 adoptieren, adoptiere, adoptiert, adoptierte, adoptierte, adoptiere, adoptiert, haben, adoptiert
421 ablaufen, laufe ab, läuft ab, lief ab, liefe ab, laufe ab, lauft ab, haben, abgelaufen
420 erwachen, erwache, erwacht, erwachte, erwachte, erwache, erwachet, sein, erwacht
420 saugen, sauge, saugt, saugte, saugte, saug, saugt, haben, gesaugt
419 einbringen, bringe ein, bringt ein, brachte ein, brächte ein, bringe ein, bringt ein, haben, eingebracht
418 nachgehen, gehe nach, geht nach, ging nach, ginge nach, geh nach, geht nach, sein, nachgegangen
418 ausbrechen, breche aus, bricht aus, brach aus, bräche aus, brich aus, brecht aus, haben, ausgebrochen
418 zusammenleben, lebe zusammen, lebt zusammen, lebte zusammen, lebte zusammen, leb zusammen, lebt zusammen, haben, zusammengelebt
417 erweitern, erweitere, erweitert, erweiterte, erweiterte, erweitere, erweitert, haben, erweitert
417 verfallen, verfalle, verfällt, verfiel, verfiele, verfall, verfallt, sein, verfallen
417 ausrauben, raube aus, raubt aus, raubte aus, raubte aus, raub aus, raubt aus, haben, ausgeraubt
416 aufreißen, reiße auf, reißt auf, riss auf, risse auf, reiß auf, reißt auf, haben, aufgerissen
416 auskommen, komme aus, kommt aus, kam aus, käme aus, komme aus, kommt aus, sein, ausgekommen
415 zaubern, zaubere, zaubert, zauberte, zauberte, zauber, zaubert, haben, gezaubert
414 scheren, schere, schert, schor, schöre, schere, schert, haben, geschoren
412 poltern, poltre, poltert, polterte, polterte, poltre, poltert, haben, gepoltert
412 keuchen, keuche, keucht, keuchte, keuchte, keuche, keucht, haben, gekeucht
412 aussetzen, setze aus, setzt aus, setzte aus, setzte aus, setz aus, setzt aus, haben, ausgesetzt
411 betrinken, betrinke, betrinkt, betrank, betränke, betrink, betrinkt, haben, betrunken
411 auflösen, löse auf, löst auf, löste auf, löste auf, löse auf, löst auf, haben, aufgelöst
411 vermieten, vermiete, vermietet, vermietete, vermietete, vermiete, vermietet, haben, vermietet
410 andeuten, deute an, deutet an, deutete an, deutete an, deute an, deutet an, haben, angedeutet
410 abheben, hebe ab, hebt ab, hob ab, höbe ab, heb ab, hebt ab, haben, abgehoben
410 hereinkommen, komme herein, kommt herein, kam herein, käme herein, komm herein, kommt herein, sein, hereingekommen
409 widerfahren, —, widerfährt, widerfuhr, widerführe, —, —, sein, widerfahren
408 auswählen, wähle aus, wählt aus, wählte aus, wählte aus, wähl aus, wählt aus, haben, ausgewählt
408 aufsteigen, steige auf, steigt auf, stieg auf, stiege auf, steig auf, steigt auf, sein, aufgestiegen
406 speisen, speise, speist, speiste, speiste, speise, speiset, haben, gespeist
406 verfügen, verfüge, verfügt, verfügte, verfügte, verfüge, verfügt, haben, verfügt
404 auffallen, falle auf, fällt auf, fiel auf, fiele auf, fall auf, fallt auf, sein, aufgefallen
404 zurückverfolgen, verfolge zurück, verfolgt zurück, verfolgte zurück, verfolgte zurück, verfolge zurück, verfolgt zurück, haben, zurückverfolgt
404 strafen, strafe, straft, strafte, strafte, strafe, straft, haben, gestraft
403 reduzieren, reduziere, reduziert, reduzierte, reduzierte, reduziere, reduziert, haben, reduziert
403 wiehern, wiehere, wiehert, wieherte, wieherte, wiehere, wiehert, haben, gewiehert
402 ernten, ernte, erntet, erntete, erntete, ernt, erntet, haben, geerntet
401 shoppen, shoppe, shoppt, shoppte, shoppte, shoppe, shoppt, haben, geshoppt
401 kassieren, kassiere, kassiert, kassierte, kassierte, kassiere, kassiert, haben, kassiert
400 pumpen, pumpe, pumpt, pumpte, pumpte, pump, pumpt, haben, gepumpt
399 ausweichen, weiche aus, weicht aus, wich aus, wiche aus, weiche aus, weicht aus, sein, ausgewichen
399 falten, falte, faltet, faltete, faltete, falte, faltet, haben, gefaltet
398 fernen, ferne, fernt, fernte, fernte, fern, fernt, haben, gefernt
398 einfangen, fange ein, fängt ein, fing ein, finge ein, fang ein, fangt ein, haben, eingefangen
395 befördern, befördere, befördert, beförderte, beförderte, befördere, befördert, haben, befördert
394 streicheln, streichle, streichelt, streichelte, streichelte, streichle, streichelt, haben, gestreichelt
394 einberufen, berufe ein, beruft ein, berief ein, beriefe ein, beruf ein, beruft ein, haben, einberufen
394 schmuggeln, schmuggle, schmuggelt, schmuggelte, schmuggelte, schmuggle, schmuggelt, haben, geschmuggelt
393 anstrengen, strenge an, strengt an, strengte an, strengte an, strenge an, strengt an, haben, angestrengt
392 abbekommen, bekomme ab, bekommt ab, bekam ab, bekäme ab, bekomm ab, bekommt ab, haben, abbekommen
391 borgen, borge, borgt, borgte, borgte, borge, borgt, haben, geborgt
391 beheben, behebe, behebt, behob, behöbe, behebe, behebt, haben, behoben
391 entziehen, entziehe, entzieht, entzog, entzöge, entziehe, entzieht, haben, entzogen
390 nahen, nahe, naht, nahte, nahte, nahe, naht, haben, genaht
390 spitzen, spitze, spitzt, spitzte, spitzte, spitz, spitzt, haben, gespitzt
389 davonlaufen, laufe davon, läuft davon, lief davon, liefe davon, lauf davon, lauft davon, sein, davongelaufen
389 verrecken, verrecke, verreckt, verreckte, verreckte, verrecke, verreckt, sein, verreckt
388 ächzen, ächze, ächzt, ächzte, ächzte, ächze, ächzt, haben, geächzt
387 wiegen, wiege, wiegt, wog,  wöge, wieg, wiegt, haben,  gewogen
387 bohren, bohre, bohrt, bohrte, bohrte, bohr, bohrt, haben, gebohrt
387 herauskommen, komme heraus, kommt heraus, kam heraus, käme heraus, komm heraus, kommt heraus, sein,  herausgekommen
387 auffliegen, fliege auf, fliegt auf, flog auf, flöge auf, flieg auf, fliegt auf, sein, aufgeflogen
386 versenken, versenke, versenkt, versenkte, versenkte, versenke, versenkt, haben, versenkt
386 vormachen, mache vor, macht vor, machte vor, machte vor, mach vor, macht vor, haben, vorgemacht
385 erfreuen, erfreue, erfreut, erfreute, erfreute, erfreu, erfreut, haben, erfreut
385 durchbrechen, breche durch, bricht durch, brach durch, bräche durch, breche durch, brecht durch, haben, durchgebrochen
384 abdrücken, drücke ab, drückt ab, drückte ab, drückte ab, drück ab, drückt ab, haben, abgedrückt
384 reinziehen, ziehe rein, zieht rein, zog rein, zöge rein, zieh rein, zieht rein, haben, reingezogen
383 buchen, buche, bucht, buchte, buchte, buch, bucht, haben, gebucht
382 äußern, äußere, äußert, äußerte, äußerte, äußere, äußert, haben, geäußert
382 beunruhigen, beunruhige, beunruhigt, beunruhigte, beunruhigte, beunruhige, beunruhigt, haben, beunruhigt
382 improvisieren, improvisiere, improvisiert, improvisierte, improvisierte, improvisiere, improvisiert, haben, improvisiert
381 verschließen, verschließe, verschließt, verschloss, verschlösse, verschließ, verschließt, haben, verschlossen
381 lokalisieren, lokalisiere, lokalisiert, lokalisierte, lokalisierte, lokalisiere, lokalisiert, haben, lokalisiert
380 isolieren, isoliere, isoliert, isolierte, isolierte, isoliere, isoliert, haben, isoliert
380 überschreiten, überschreite, überschreitet, überschritt, überschritte, überschreite, überschreitet, haben, überschritten
379 nachgeben, gebe nach, gibt nach, gab nach, gäbe nach, gib nach, gebt nach, haben, nachgegeben
379 nachschauen, schaue nach, schaut nach, schaute nach, schaute nach, schau nach, schaut nach, haben, nachgeschaut
377 wiedergutmachen, mache wieder gut, macht wieder gut, machte wieder gut, machte wieder gut, mach wieder gut, macht wieder gut, haben, wiedergutgemacht
375 schliefen, schliefe, schlieft, schloff, schlöffe, schliefe, schlieft, sein, geschloffen
375 segnen, segne, segnet, segnete, segnete, segne, segnet, haben, gesegnet
374 befriedigen, befriedige, befriedigt, befriedigte, befriedigte, befriedige, befriedigt, haben, befriedigt
373 ausüben, übe aus, übt aus, übte aus, übte aus, übe aus, übt aus, haben, ausgeübt
372 erleichtern, erleichtere, erleichtert, erleichterte, erleichterte, erleichtere, erleichtert, haben, erleichtert
372 tippen, tippe, tippt, tippte, tippte, tipp, tippt, haben, getippt
372 abbiegen, biege ab, biegt ab, bog ab, böge ab, bieg ab, biegt ab, haben, abgebogen
371 krallen, kralle, krallt, krallte, krallte, krall, krallt, haben, gekrallt
371 bewältigen, bewältige, bewältigt, bewältigte, bewältigte, bewältige, bewältigt, haben, bewältigt
370 weitergeben, gebe weiter, gibt weiter, gab weiter, gäbe weiter, gib weiter, gebt weiter, haben, weitergegeben
370 berechnen, berechne, berechnet, berechnete, berechnete, berechne, berechnet, haben, berechnet
369 überstürzen, überstürze, überstürzt, überstürzte, überstürzte, überstürze, überstürzt, haben, überstürzt
368 blühen, blühe, blüht, blühte, blühte, blühe, blüht, haben, geblüht
368 aufbewahren, bewahre auf, bewahrt auf, bewahrte auf, bewahrte auf, bewahre auf, bewahrt auf, haben, aufbewahrt
368 unterdrücken, unterdrücke, unterdrückt, unterdrückte, unterdrückte, unterdrücke, unterdrückt, haben, unterdrückt
367 kreuzen, kreuze, kreuzt, kreuzte, kreuzte, kreuze, kreuzt, haben, gekreuzt
367 besetzen, besetze, besetzt, besetzte, besetzte, besetze, besetzt, haben, besetzt
366 schauspielern, schauspielere, schauspielert, schauspielerte, schauspielerte, schauspieler, schauspielert, haben, geschauspielert
365 aufladen, lade auf, lädt auf, lud auf, lüde auf, lade auf, ladet auf, haben, aufgeladen
365 schleifen, schleife, schleift, schleifte, schleifte, schleife, schleift, haben, geschleift
364 ausstellen, stelle aus, stellt aus, stellte aus, stellte aus, stell aus, stellt aus, haben, ausgestellt
364 scheiben, scheibe, scheibt, scheibte, scheibte, scheib, scheibt, haben, gescheibt
363 einleiten, leite ein, leitet ein, leitete ein, leitete ein, leit ein, leitet ein, haben, eingeleitet
363 tanken, tanke, tankt, tankte, tankte, tank, tankt, haben, getankt
361 rüberkommen, komme rüber, kommt rüber, kam rüber, käme rüber, komme rüber, kommt rüber, sein, rübergekommen
361 kühlen, kühle, kühlt, kühlte, kühlte, kühl, kühlt, haben, gekühlt
361 joggen, jogge, joggt, joggte, joggte, jogge, joggt, haben, gejoggt
360 hüpfen, hüpfe, hüpft, hüpfte, hüpfte, hüpfe, hüpft, sein, gehüpft
360 verschweigen, verschweige, verschweigt, verschwieg, verschwiege, verschweige, verschweigt, haben, verschwiegen
359 verschlafen, verschlafe, verschläft, verschlief, verschliefe, verschlafe, verschlaft, haben, verschlafen
359 kopieren, kopiere, kopiert, kopierte, kopierte, kopier, kopiert, haben, kopiert
358 übermitteln, übermittle, übermittelt, übermittelte, übermittelte, übermittle, übermittelt, haben, übermittelt
358 widersetzen, widersetze, widersetzt, widersetzte, widersetzte, widersetze, widersetzt, haben, widersetzt
357 zurückbleiben, bleibe zurück, bleibt zurück, blieb zurück, bliebe zurück, bleib zurück, bleibt zurück, sein, zurückgeblieben
357 stillhalten, halte still, hält still, hielt still, hielte still, halte still, haltet still, haben, stillgehalten
356 trocknen, trockne, trocknet, trocknete, trocknete, trockne, trocknet, haben, getrocknet
355 demütigen, demütige, demütigt, demütigte, demütigte, demütige, demütigt, haben, gedemütigt
355 erleiden, erleide, erleidet, erlitt, erlitte, erleide, erleidet, haben, erlitten
354 hinnehmen, nehme hin, nimmt hin, nahm hin, nähme hin, nimm hin, nehmt hin, haben, hingenommen
353 verpissen, verpisse, verpisst, verpisste, verpisste, verpiss, verpisst, haben, verpisst
353 würdigen, würdige, würdigt, würdigte, würdigte, würdig, würdigt, haben, gewürdigt
352 entwischen, entwische, entwischt, entwischte, entwischte, entwisch, entwischt, sein, entwischt
351 fluchen, fluche, flucht, fluchte, fluchte, fluche, flucht, haben, geflucht
351 schmelzen, schmelze, schmilzt, schmolz, schmölze, schmilz, schmelzt, sein, geschmolzen
350 ringen, ringe, ringt, rang, ränge, ring, ringt, haben, gerungen
349 klammern, klammere, klammert, klammerte, klammerte, klammere, klammert, haben, geklammert
349 wegkommen, komme weg, kommt weg, kam weg, käme weg, komm weg, kommt weg, haben, weggekommen
348 verabreden, verabrede, verabredet, verabredete, verabredete, verabrede, verabredet, haben, verabredet
348 einreichen, reiche ein, reicht ein, reichte ein, reichte ein, reich ein, reicht ein, haben, eingereicht
347 anmelden, melde an, meldet an, meldete an, meldete an, melde an, meldet an, haben, angemeldet
347 entfliehen, entfliehe, entflieht, entfloh, entflöhe, entflieh, entflieht, sein, entflohen
345 aufsehen, sehe auf, sieht auf, sah auf, sähe auf, sieh auf, seht auf, haben, aufgesehen
345 raven, rave, ravt, ravte, ravte, rave, ravt, haben, geravt
344 vereinbaren, vereinbare, vereinbart, vereinbarte, vereinbarte, vereinbar, vereinbart, haben, vereinbart
343 entsprechen, entspreche, entspricht, entsprach, entspräche, entsprich, entsprecht, haben, entsprochen
343 krähen, krähe, kräht, krähte, krähte, kräh, kräht, haben, gekräht
343 frieren, friere, friert, fror, fröre, frier, friert, haben, gefroren
343 erwidern, erwidere, erwidert, erwiderte, erwiderte, erwidere, erwidert, haben, erwidert
342 listen, liste, listet, listete, listete, list, listet, haben, gelistet
341 abfeuern, feuere ab, feuert ab, feuerte ab, feuerte ab, feuere ab, feuert ab, haben, abgefeuert
340 zugreifen, greife zu, greift zu, griff zu, griffe zu, greife zu, greift zu, haben, zugegriffen
340 runtergehen, gehe runter, geht runter, ging runter, ginge runter, geh runter, geht runter, sein, runtergegangen
339 beerdigen, beerdige, beerdigt, beerdigte, beerdigte, beerdige, beerdigt, haben, beerdigt
338 wiederfinden, finde wieder, findet wieder, fand wieder, fände wieder, finde wieder, findet wieder, haben, wiedergefunden
338 beantragen, beantrage, beantragt, beantragte, beantragte, beantrage, beantragt, haben, beantragt
337 ausfallen, falle aus, fällt aus, fiel aus, fiele aus, falle aus, fallt aus, sein, ausgefallen
337 rankommen, komme ran, kommt ran, kam ran, käme ran, komm ran, kommt ran, sein, rangekommen
337 einstecken, stecke ein, steckt ein, steckte ein, steckte ein, steck ein, steckt ein, haben, eingesteckt
336 fetzen, fetze, fetzt, fetzte, fetzte, fetz, fetzt, haben, gefetzt
336 beladen, belade, belädt, belud, belüde, belad, beladet, haben, beladen
