eiförmig, eiförmiger, eiförmigsten
eigen, eigener, eigensten
eigenartig, eigenartiger, eigenartigsten
eigenbrötlerisch, eigenbrötlerischer, eigenbrötlerischsten
eigenhändig, —, —
eigeninitiativ, eigeninitiativer, eigeninitiativsten
eigennützig, eigennütziger, eigennützigsten
eigensinnig, eigensinniger, eigensinnigsten
eigensprachlich, —, —
eigenständig, eigenständiger, eigenständigsten
eigensüchtig, eigensüchtiger, eigensüchtigsten
eigentumslos, —, —
eigentümlich, eigentümlicher, eigentümlichsten
eigenwillig, eigenwilliger, eigenwilligsten
eilig, eiliger, eiligsten
einarmig, —, —
einbauend, -, -
eindeutig, eindeutiger, eindeutigsten
eindimensional, —, —
eindringlich, eindringlicher, eindringlichsten
eindrucksvoll, eindrucksvoller, eindrucksvollsten
eineiig, -, -
eineindeutig, –, –
einerlei, —, —
einfach, einfacher, einfachsten
einfallslos, einfallsloser, einfallslosesten
einfallsreich, einfallsreicher, einfallsreichsten
einfarbig, —, —
einflussreich, einflussreicher, einflussreichsten
einfältig, einfältiger, einfältigsten
einförmig, einförmiger, einförmigsten
einfühlsam, einfühlsamer, einfühlsamsten
eingebildet, eingebildeter, eingebildetsten
eingeboren, -, -
eingefleischt, eingefleischter, eingefleischtesten
eingehandelt, -, -
eingehend, eingehender, eingehendsten
eingeklemmt , -, -
eingeschlechtig, -, -
eingleisig, —, —
eingängig, eingängiger, eingängigsten
einheimisch, —, —
einheitlich, einheitlicher, einheitlichsten
einhellig, einhelliger, einhelligsten
einhunderterste, —, —
einhundertste, —, —
einhändig, —, —
einhäusig, –, –
einig, einiger, einigsten
einjährig, -, -
einkeimblätterig, —, —
einkeimblättrig, —, —
einkommensschwach, einkommensschwächer, einkommensschwächsten
einkommensstark, einkommensstärker, einkommensstärksten
einmalig, —, —
einmastig, —, —
einminütig, -, -
einmonatig, —, —
einmonatlich, -, -
einmotorig, —, —
einmütig, einmütiger, einmütigsten
einnehmend, einnehmender, einnehmendsten
einpfündig, -, -
einprozentig, -, -
einprägsam, einprägsamer, einprägsamsten
einreihig, —, —
einsam, einsamer, einsamsten
einsatzbereit, einsatzbereiter, einsatzbereitesten
einschaltbereit, —, —
einschlägig, einschlägiger, einschlägigsten
einseitig, einseitiger, einseitigsten
einsemestrig, -, -
einsetzbar, —, —
einsichtig, einsichtiger, einsichtigsten
einsilbig, einsilbiger, einsilbigsten
einsprachig, —, —
einspurig, —, —
einstellig, —, —
einstig, —, —
einstimmig, —, —
einstufig, —, —
einstweilig, -, -
einstöckig, —, —
einstündig, —, —
einstündlich, -, -
einteilig, -, -
einträglich, einträglicher, einträglichsten
eintägig, —, —
eintönig, eintöniger, eintönigsten
einunddreißigste, —, —
einundzwanzigste, —, —
einvernehmlich, einvernehmlicher, einvernehmlichsten
einverstanden, —, —
einwandfrei, einwandfreier, einwandfreiesten
einwertig, —, —
einwohnerarm, einwohnerärmer, einwohnerärmsten
einwohnerreich, einwohnerreicher, einwohnerreichsten
einwöchentlich, -, -
einwöchig, —, —
einzellig, —, —
einzeln, —, —
einzig, —, —
einzigartig, -, -
einäugig, —, —
eisbedeckt, -, -
eisenbeschlagen, -, -
eisenbewehrt, —, —
eisenfarben, —, —
eisenhaltig, eisenhaltiger, eisenhaltigsten
eisenzeitlich, —, —
eisern, —, —
eisfrei, —, —
eisgekühlt, —, —
eisig, eisiger, eisigsten
eiskalt, —, —
eiszeitlich, —, —
eitel, eitler, eitelsten
eiterig, eiteriger, eiterigsten
eitrig, eitriger, eitrigsten
eiweißhaltig, —, —
ekel, ekler, ekelsten
ekelerregend, ekelerregender, ekelerregendsten
ekelhaft, ekelhafter, ekelhaftesten
ekelig, ekeliger, ekeligsten
ekkrin, —, —
eklatant, eklatanter, eklatantesten
eklektisch, eklektischer, eklektischsten
eklektizistisch, eklektizistischer, eklektizistischsten
eklig, ekliger, ekligsten
ekliptisch, –, –
ekstatisch, ekstatischer, ekstatischsten
ektodermal, —, —
ektropisch, —, —
elaboriert,  elaborierter, elaboriertesten
elamisch, —, —
elastisch, elastischer, elastischsten
elefantös, elefantöser, elefantösesten
elegant, eleganter, elegantesten
elegisch, elegischer, elegischsten
elektrifiziert, —, —
elektrisch, -, -
elektrisiert, -, -
elektrodynamisch, —, —
elektrogen, —, —
elektrolytisch, —, —
elektromagnetisch, —, —
elektronegativ, elektronegativer, elektronegativsten
elektronisch, —, —
elektrostatisch, —, —
elektrotechnisch, -, -
elementar, elementarer, elementarsten
elementfremd, -, -
elend, elender, elendesten
elenktisch, —, —
eleusinisch, —, —
elfeckig, —, —
elfenbeinfarben, -, -
elffach, —, —
elfjährig, -, -
elfjährlich, -, -
elfminütig, -, -
elfprozentig, -, -
elfstellig, —, —
elfstündig, —, —
elfte, —, —
elftägig, -, -
elfwöchig, -, -
elisabethanisch, -, -
elitär, elitärer, elitärsten
ellenlang, -, -
ellipsenförmig, -, -
elliptisch, —, —
eloquent, eloquenter, eloquentesten
elterlich, —, —
elternlos, —, —
emblematisch, emblematischer, emblematischsten
embryonal, embryonaler, embryonalsten
emergent, —, —
emeritiert, —, —
emeritus, —, —
emetisch, -, -
eminent, eminenter, eminentesten
emisch, —, —
emissionsarm, emissionsärmer, emissionsärmsten
emotional, emotionaler, emotionalsten
emotionslos, emotionsloser, emotionslosesten
emotiv, —, —
empathisch, empathischer, empathischsten
empathogen, empathogener, empathogensten
empfehlenswert, empfehlenswerter, empfehlenswertesten
empfindlich, empfindlicher, empfindlichsten
empfindsam, empfindsamer, empfindsamsten
empfänglich, empfänglicher, empfänglichsten
emphatisch, emphatischer, emphatischsten
empirisch, empirischer, empirischsten
empörerisch, empörerischer, empörerischsten
empört, empörter, empörtesten
emsig, emsiger, emsigsten
enaktiv, —, —
endemisch, —, —
endesgefertigt, –, –
endgeil, —, —
endgültig, —, —
endlich, —, —
endlos, endloser, endlosesten
endogen, —, —
endogenetisch, —, —
endokrin, —, —
endophytisch, —, —
endoplasmatisch, —, —
endotherm, —, —
endothym, —, —
endozentrisch, -, -
endsunterschrieben, —, —
energetisch, —, —
energiepolitisch, —, —
energierelevant, energierelevanter, energierelevantesten
energieverbrauchsrelevant, -, -
energisch, energischer, energischsten
eng, enger, engsten
engagiert, engagierter, engagiertesten
engelgleich, –, –
engelsgleich, -, -
engherzig, engherziger, engherzigsten
englisch, englischer, englischsten
englisch, englischer, englischsten
englischsprachig, —, —
engstirnig, engstirniger, engstirnigsten
enigmatisch, enigmatischer, enigmatischsten
enkaptisch, —, —
enklitisch, —, —
enneaeterisch, —, —
enorm, enormer, enormsten
enossal, —, —
enostal, —, —
enragiert, enragierter, enragiertesten
entaktogen, —, —
entartet, —, —
entbehrlich, entbehrlicher, entbehrlichsten
entbehrungsreich, entbehrungsreicher, entbehrungsreichsten
entere, –, –
enterohämorrhagisch, -, -
entfernbar, –, –
entfernt, entfernter, entferntesten
entfremdet, —, —
entgegenkommend, entgegenkommender, entgegenkommendsten
entgeltlich, –, –
enthaltsam, enthaltsamer, enthaltsamsten
enthusiastisch, enthusiastischer, enthusiastischsten
entideologisiert , entideologisierter, entideologisiertesten
entlegen, entlegener, entlegensten
entmilitarisiert, —, —
entnervt, entnervter, entnervtesten
entodermal, —, —
entomologisch, —, —
entrisch, entrischer, entrischsten
entrückt, —, —
entrüstet, entrüsteter, entrüstetsten
entscheidend, entscheidender, entscheidendsten
entschieden, entschiedener, entschiedensten
entschlossen, entschlossener, entschlossensten
entsetzlich, entsetzlicher, entsetzlichsten
entsprechend, —, —
entsteint, -, -
entstellt , entstellter, entstelltesten
enttäuscht, enttäuschter, enttäuschtesten
entwaffnend, entwaffnender, entwaffnendsten
entwickelt, entwickelter, entwickeltsten
entwicklungsgeschichtlich, -, -
entzwei, —, —
entzückend, entzückender, entzückendsten
entzückt, entzückter, entzücktesten
enzyklopädisch, enzyklopädischer, enzyklopädischsten
enzymatisch, -, -
ephebisch, ephebischer, ephebischsten
ephemer, ephemerer, ephemersten
epidemiologisch, —, —
epidemisch, —, —
epifaszial, —, —
epigastrisch,  -,  -
epigenetisch, —, —
epigonal, epigonaler, epigonalsten
epigonisch, -, -
epigrammatisch, —, —
epikureisch, —, —
epileptisch, —, —
episch, epischer, epischsten
episodisch, -, -
epistemisch, —, —
epistemologisch, —, —
epithelial, —, —
epithetisch, -, -
epochal, epochaler, epochalsten
eponymisch, -, -
erbarmungslos, erbarmungsloser, erbarmungslosesten
erblich, —, —
erbost, erboster, erbostesten
erbärmlich, erbärmlicher, erbärmlichsten
erbötig, -, -
erdbebengefährdet, erdbebengefährdeter, erdbebengefährdetsten
erdbebensicher, erdbebensicherer, erdbebensichersten
erdbeerfarben, —, —
erdbeerrot, -, -
erdfarben, —, —
erdfeucht, —, —
erdgeschichtlich, —, —
erdgroß, —, —
erdhaltig, erdhaltiger, erdhaltigsten
erdig, erdiger, erdigsten
erdnah, erdnaher, erdnahsten
erdähnlich, erdähnlicher, erdähnlichsten
erdölreich, erdölreicher, erdölreichsten
ereignisreich, ereignisreicher, ereignisreichsten
erektil, —, —
eremitisch, eremitischer, eremitischsten
ererbt, —, —
erethisch, erethischer, erethischsten
erfahrungsgemäß, —, —
erfolglos, erfolgloser, erfolglosesten
erfolgreich, erfolgreicher, erfolgreichsten
erfolgswirksam, —, —
erforderlich, erforderlicher, erforderlichsten
erfreulich, erfreulicher, erfreulichsten
erfreut, erfreuter, erfreutesten
erfrischend, erfrischender, erfrischendsten
erfüllbar, —, —
ergebnislos, ergebnisloser, ergebnislosesten
ergebnisoffen, —, —
ergiebig, ergiebiger, ergiebigsten
ergonomisch, ergonomischer, ergonomischsten
ergötzlich, ergötzlicher, ergötzlichsten
erhaben, erhabener, erhabensten
erheblich, —, —
erholsam, erholsamer, erholsamsten
erhältlich, —, —
erhöht, —, —
erinnerlich, -, -
eristisch, eristischer, eristischsten
eritreisch, —, —
erkennbar, erkennbarer, erkennbarsten
erkenntlich, erkenntlicher, erkenntlichsten
erklecklich, erklecklicher, erklecklichsten
erlaucht, erlauchter, erlauchtesten
erlebnishungrig, erlebnishungriger, erlebnishungrigsten
erledigt, —, —
erleichtert, erleichterter, erleichtertsten
erlen, —, —
erlesen, erlesener, erlesensten
ermüdend, ermüdender, ermüdendsten
erneuerbar, —, —
erneut, —, —
ernst zu nehmend, —, —
ernst, ernster, ernstesten
ernsthaft, ernsthafter, ernsthaftesten
ernstzunehmend, —, —
erntereif, —, —
ernüchternd, ernüchternder, ernüchterndsten
erogen, erogener, erogensten
erotisch, erotischer, erotischsten
erotomanisch,  —, —
erpicht, erpichter, erpichtesten
erprobt, erprobter, erprobtesten
erquicklich, erquicklicher, erquicklichsten
erratisch, erratischer, erratischsten
errechenbar, -, -
erreichbar, erreichbarer, erreichbarsten
ersatzlos, -, -
erschreckend, erschreckender, erschreckendsten
erschröcklich, erschröcklicher, erschröcklichsten
erschwinglich, erschwinglicher, erschwinglichsten
erschöpft, erschöpfter, erschöpftesten
erschütterungsfrei, —, —
ersichtlich, ersichtlicher, ersichtlichsten
ersprießlich, ersprießlicher, ersprießlichsten
erstarkend, –, –
erstaunlich, erstaunlicher, erstaunlichsten
erstaunt, erstaunter, erstauntesten
erstbeste, –, –
erste, —, —
erstere, —, —
erstgeboren, —, —
erstklassig, erstklassiger, erstklassigsten
erstrangig, erstrangiger, erstrangigsten
erstrebenswert, erstrebenswerter, erstrebenswertesten
erträglich, erträglicher, erträglichsten
eruptiv, eruptiver, eruptivsten
erwachsen, —, —
erwartbar, erwartbarer, erwartbarsten
erwartungsfroh, —, —
erwerbslos, -, -
erwerbsmäßig, —, —
erwählt, erwählter, erwähltesten
erwähnenswert, erwähnenswerter, erwähnenswertesten
erwünscht, erwünschter, erwünschtesten
erythematös, —, —
erzböse, —, —
erzdumm, —, —
erzen, —, —
erzgebirgisch, –, –
erzhaltig, erzhaltiger, erzhaltigsten
erzieherisch, —, —
erzkonservativ, —, —
erzählenswert, erzählenswerter, erzählenswertesten
erzürnt, erzürnter, erzürntesten
eschatologisch, eschatologischer, eschatologischsten
eschen, —, —
eskapistisch, eskapistischer, eskapistischsten
esoterisch, esoterischer, esoterischsten
espen, –, –
essayistisch, —, —
essbar, essbarer, essbarsten
essensmäßig, —, —
essentiell, essentieller, essentiellsten
essenziell, essenzieller, essenziellsten
esslöffelweise, —, —
estnisch, estnischer, estnischsten
etabliert, etablierter, etabliertesten
etatmäßig, —, —
etepetete, —, —
ethisch, ethischer, ethischsten
ethnisch, -, -
ethnologisch, -, -
ethologisch, —, —
etisch, —, —
etruskisch, -, -
etwaig, —, —
etymologisch, —, —
euklidisch, —, —
euphemistisch, euphemistischer, euphemistischsten
euphonisch, euphonischer, euphonischsten
euphorisch, euphorischer, euphorischsten
euploid, —, —
eurasisch, —, —
europamüde, europamüder, europamüdesten
europaweit, —, —
europazentriert, —, —
europhob, europhober, europhobsten
europid, —, —
europäid, —, —
europäisch, europäischer, europäischsten
euroskeptisch, euroskeptischer, euroskeptischsten
eurozentrisch, eurozentrischer, eurozentrischsten
euryhalin, —, —
euryhygr, —, —
eurytherm, eurythermer, eurythermsten
euryök, —, —
euthyreot, —, —
eutroph, eutropher, eutrophsten
evaluativ, —, —
evangelikal, -, -
evangelisch, —, —
evasiv, evasiver, evasivsten
eventuell, —, —
evident, evidenter, evidentesten
evolutionär, —, —
evolutiv, —, —
ewig, ewiger, ewigsten
ewiggestrig, -, -
exakt, exakter, exaktesten
exaltiert, exaltierter, exaltiertesten
exegetisch, —, —
exekutiv, —, —
exemplarisch, exemplarischer, exemplarischsten
exergon, exergoner, exergonsten
exhibitionistisch, exhibitionistischer, exhibitionistischsten
existent, —, —
existentialistisch, –, –
existentiell, existentieller, existentiellsten
existenzialistisch, –, –
existenziell, existenzieller, existenziellsten
exklusiv, exklusiver, exklusivsten
exogam, —, —
exogen, —, —
exogenetisch, —, —
exorbitant, exorbitanter, exorbitantesten
exotherm, —, —
exotisch, exotischer, exotischsten
exozentrisch, —, —
experimentierfreudig, experimentierfreudiger, experimentierfreudigsten
expert, –, –
explizit, expliziter, explizitesten
explorativ, —, —
explosiv, explosiver, explosivsten
exponentiell, –, –
exportorientiert, —, —
expressionistisch, —, —
expressiv, expressiver, expressivsten
exquisit, exquisiter, exquisitesten
extensiv, extensiver, extensivsten
extern, externer, externsten
exterritorial, —, —
extinkt, —, —
extra-temporal, —, —
extradiegetisch, —, —
extragalaktisch, -, -
extralegal, —, —
extramundan, —, —
extrasolar, —, —
extratemporal, —, —
extraterrestrisch, —, —
extravagant, extravaganter, extravagantesten
extravertiert, extravertierter, extravertiertesten
extrem, extremer, extremsten
extremistisch, extremistischer, extremistischsten
extrinsisch, —, —
extrovertiert, extrovertierter, extrovertiertesten
exzellent, exzellenter, exzellentesten
exzentrisch, exzentrischer, exzentrischsten
exzessiv, exzessiver, exzessivsten
fabelhaft, fabelhafter, fabelhaftesten
fabisch, —, —
fabrikneu, —, —
fabulös, fabulöser, fabulösesten
facettenartig, —, —
facettenreich, facettenreicher, facettenreichsten
fachgerecht, fachgerechter, fachgerechtesten
fachkundig, fachkundiger, fachkundigsten
fachlich, fachlicher, fachlichsten
fachmännisch, fachmännischer, fachmännischsten
fachsprachlich, —, —
fachunkundig, fachunkundiger, fachunkundigsten
fad, fader, fadsten
fade, fader, fadesten
fadenförmig, —, —
fadennackend, —, —
fadenscheinig, fadenscheiniger, fadenscheinigsten
fahl, fahler, fahlsten
fahlblau, —, —
fahlbleich, —, —
fahlblond, —, —
fahlgelb, —, —
fahlgrau, —, —
fahlrot, —, —
fahlweiß, —, —
fahnenflüchtig, -, -
fahrbar, -, -
fahrbereit, —, —
fahrdynamisch, -, -
fahrend, —, —
fahrig, fahriger, fahrigsten
fahrlässig, fahrlässiger, fahrlässigsten
fahrtauglich, fahrtauglicher, fahrtauglichsten
fahrtüchtig, fahrtüchtiger, fahrtüchtigsten
fahruntauglich, fahruntauglicher, fahruntauglichsten
fahruntüchtig, fahruntüchtiger, fahruntüchtigsten
fair, fairer, fairsten
faktisch, —, —
fakultativ, —, —
fallend, -, -
fallibel, —, —
fallsüchtig, —, —
falsch, —, —
falsifiziert, —, —
faltenfrei, -, -
faltig, faltiger, faltigsten
faltsch, —, —
familienfreundlich, familienfreundlicher, familienfreundlichsten
familiär, familiärer, familiärsten
famos, famoser, famosesten
fanatisch, fanatischer, fanatischsten}}
fangfrisch, fangfrischer, fangfrischesten
fantastisch, fantastischer, fantastischsten
farbecht, farbechter, farbechtesten
farbenblind, —, —
farbenfroh, farbenfroher, farbenfrohsten
farbig, farbiger, farbigsten
farblos, farbloser, farblosesten
farbuneinheitlich, —, —
faschistisch, faschistischer, faschistischsten
faschistoid, faschistoider, faschistoidesten
faselnackend, —, —
fasennackend, —, —
faserig, faseriger, faserigsten
fassbar, fassbarer, fassbarsten
fasslich, fasslicher, fasslichsten
fassungslos, fassungsloser, fassungslosesten
fastidiös, fastidiöser, fastidiösesten
faszinierend, faszinierender, faszinierendsten
fatal, fataler, fatalsten
fatalistisch, fatalistischer, fatalistischsten
faul, fauler, faulsten
faulig, fauliger, fauligsten
faustisch, —, —
fazial, —, —
febril, -, -
federführend, —, —
federleicht, -, -
fehlbar, fehlbarer, fehlbarsten
fehlerfrei, –, –
fehlerhaft, fehlerhafter, fehlerhaftesten
fehlerlos, —, —
fehlsichtig, fehlsichtiger, fehlsichtigsten
feierlich, feierlicher, feierlichsten
feiertäglich, feiertäglicher, feiertäglichsten
feig, feiger, feigsten
feige, feiger, feigsten
feil, —, —
fein, feiner, feinsten
feind, —, —
feindlich, feindlicher, feindlichsten
feindselig, feindseliger, feindseligsten
feinfühlend, feinfühlender, feinfühlendsten
feinfühlig, feinfühliger, feinfühligsten
feingliedrig, feingliedriger, feingliedrigsten
feinherb, —, —
feinkörnig, feinkörniger, feinkörnigsten
feinmaschig, feinmaschiger, feinmaschigsten
feinporig, feinporiger, feinporigsten
feinsinnig, feinsinniger, feinsinnigsten
feinteilig, feinteiliger, feinteiligsten
feinwürzig, feinwürziger, feinwürzigsten
feist, feister, feistesten
fekund, fekunder, fekundesten
feldgrau, —, —
felsen, –, –
felsenfest, felsenfester, felsenfestesten
feminin, femininer, femininsten
fennoskandisch, —, —
fensterlos, —, —
ferial, -, -
fermentativ, —, —
fern, ferner, fernsten
fernmündlich, —, —
fertig, fertiger, fertigsten
fertil, fertiler, fertilsten
fesch, fescher, feschesten
fesselnd, fesselnder, fesselndsten
fest, fester, festesten
festgemacht, -, -
festtäglich, festtäglicher, festtäglichsten
fetal, -, -
fett, fetter, fettesten
fettarm, fettärmer, fettärmsten
fetthaltig, fetthaltiger, fetthaltigsten
fetthältig, —, —
fettig, fettiger, fettigsten
fettleibig, fettleibiger, fettleibigsten
fettlöslich, —, —
fettreich, fettreicher, fettreichsten
fettsüchtig, fettsüchtiger, fettsüchtigsten
fetzig, fetziger, fetzigsten
feucht, feuchter, feuchtesten
feuchtfröhlich, feuchtfröhlicher, feuchtfröhlichsten
feuchtheiß, -, -
feuchtkalt, -, -
feudal, feudaler, feudalsten
feudalistisch, feudalistischer, feudalistischsten
feuerbeständig, feuerbeständiger, feuerbeständigsten
feuerfarben, —, —
feuerfest, feuerfester, feuerfestesten
feuerrot, feuerröter, feuerrötesten
feuilletonistisch, feuilletonistischer, feuilletonistischsten
feurig, feuriger, feurigsten
fibrös, -, -
fichten, —, —
fickerig, fickeriger, fickerigsten
fickrig, fickriger, fickrigsten
fidel, fideler, fidelsten
fidschianisch, —, —
fiduziarisch, -, -
fieberfrei, —, —
fieberhaft, fieberhafter, fieberhaftesten
fieberig, fieberiger, fieberigsten
fieberkrank, -, -
fiebrig, fiebriger, fiebrigsten
fies, fieser, fiesesten
figelinsch, figelinscher, figelinschsten
figurativ, -, -
figurbetont, figurbetonter, figurbetontesten
figurbewusst, figurbewusster, figurbewusstesten
figürlich, figürlicher, figürlichsten
fiktional, —, —
fiktiv, —, —
filamentartig, —, —
filigran, filigraner, filigransten
filmgeschichtlich, —, —
filmhistorisch, —, —
filmreif, filmreifer, filmreifsten
filterlos, —, —
filzig, filziger, filzigsten
final, —, —
finanziell, —, —
finanzkräftig, finanzkräftiger, finanzkräftigsten
finanzpolitisch, -, -
finanzschwach, finanzschwächer, finanzschwächsten
finanzstark, finanzstärker, finanzstärksten
findig, findiger, findigsten
finnig, finniger, finnigsten
finnisch, finnischer, finnischsten
finnländisch, —, —
finster, finsterer, finstersten
fipsig, fipsiger, fipsigsten
firm, firmer, firmsten
firn, firner, firnsten
fischartig, —, —
fischfressend, —, —
fischig, fischiger, fischigsten
fischreich, fischreicher, fischreichsten
fischähnlich, —, —
fiskalisch, fiskalischer, fiskalischsten
fissil, —, —
fistelig, fisteliger, fisteligsten
fit, fitter, fittesten
fix, fixer, fixesten
flach, flacher, flachsten
flachbrüstig, flachbrüstiger, flachbrüstigsten
flachsfarben, —, —
flagrant, flagranter, flagrantesten
flamboyant, flamboyanter, flamboyantesten
flanellen, —, —
flapsig, flapsiger, flapsigsten
flaschengrün, —, —
flatterhaft, flatterhafter, flatterhaftesten
flatulent, —, —
flau, flauer, flauesten
flauschig, flauschiger, flauschigsten
flegelhaft,  flegelhafter, flegelhaftesten
flehentlich, flehentlicher, flehentlichsten
fleischfarben, —, —
fleischig, fleischiger, fleischigsten
fleißig, fleißiger, fleißigsten
flektierend, -, -
flexibel, flexibler, flexibelsten
fliederfarben, —, —
fliegend, -, -
fliehend, –, –
flink, flinker, flinksten
flippig, flippiger, flippigsten
floral, —, —
florentinisch, florentinischer, florentinischsten
florid, florider, floridesten
floristisch, —, —
flott, flotter, flottesten
flottgekommen , -, -
fluchtartig, —, —
fluchtbereit, —, —
fluchtunfähig, —, —
fluchtverdächtig, —, —
fluchtwillig, fluchtwilliger, fluchtwilligsten
fluffig, fluffiger, fluffigsten
flugfähig, —, —
flugunfähig, —, —
fluvial, —, —
fluvioglazial, —, —
flächendeckend, —, —
flächengleich, —, —
flächengroß, flächengrößer, flächengrößten
flächenmäßig, —, —
flächig, flächiger, flächigsten
flächsen, —, —
flächsern, –, –
flößbar, -, -
flüchtig, flüchtiger, flüchtigsten
flüchtlingsfeindlich, —, —
flüchtlingsfrei, —, —
flüchtlingspolitisch, —, —
flügellahm, –, –
flügge, —, —
flüssig, flüssiger, flüssigsten
fokal, —, —
folgend, —, —
folgenlos, —, —
folgenreich, folgenreicher, folgenreichsten
folgenschwer, folgenschwerer, folgenschwersten
folgerichtig, folgerichtiger, folgerichtigsten
folgewidrig, —, —
folgsam, folgsamer, folgsamsten
forensisch, —, —
formal, formaler, formalsten
formbeständig, formbeständiger, formbeständigsten
formell, formeller, formellsten
formidabel, formidabler, formidabelsten
formlos, formloser, formlosesten
formschön, formschöner, formschönsten
formstabil, formstabiler, formstabilsten
formvollendet , -, -
forsch, forscher, forschesten
forstlich, —, —
forstwirtschaftlich, —, —
fortgeschritten, fortgeschrittener, fortgeschrittensten
fortifikatorisch, -, -
fortlaufend, -, -
fortschrittlich, fortschrittlicher, fortschrittlichsten
fortwährend, —, —
fossil, —, —
fotogen, fotogener, fotogensten
foudroyant, —, —
fragil, fragiler, fragilsten
fraglich, fraglicher, fraglichsten
fraglos, -, -
fragmentarisch, —, —
fragmentiert, fragmentierter, fragmentiertesten
fragwürdig, fragwürdiger, fragwürdigsten
fraisefarben, —, —
fraktal, —, —
fraktionslos, —, —
frank, —, —
frankophil, frankophiler, frankophilsten
frankophon, -, -
franziskanisch, —, —
französisch, französischer, französischsten
frappant, frappanter, frappantesten
frappierend, frappierender, frappierendsten
frauenfeindlich, frauenfeindlicher, frauenfeindlichsten
fraulich, fraulicher, fraulichsten
frech, frecher, frechsten
frei laufend, —, —
frei, freier, freiesten
freiberuflich, —, —
freibleibend, -, -
freiheitlich, freiheitlicher, freiheitlichsten
freihändig, —, —
freilaufend, —, —
freireligiös, –, –
freitägig, -, -
freitäglich, -, -
freiwillig, freiwilliger, freiwilligsten
freizügig, freizügiger, freizügigsten
freiäugig, —, —
fremd, fremder, fremdesten
fremdartig, fremdartiger, fremdartigsten
fremdenfeindlich, fremdenfeindlicher, fremdenfeindlichsten
fremdländisch, fremdländischer, fremdländischsten
fremdsprachig, -, -
fremdsprachlich, —, —
frenetisch, frenetischer, frenetischsten
frequent, frequenter, frequentesten
fresssüchtig, fresssüchtiger, fresssüchtigsten
freudianisch, —, —
freudig, freudiger, freudigsten
freudlos, freudloser, freudlosesten
freundlich, freundlicher, freundlichsten
freundschaftlich, freundschaftlicher, freundschaftlichsten
frevelhaft, frevelhafter, frevelhaftesten
freventlich, freventlicher, freventlichsten
friderizianisch, —, —
friedevoll, friedevoller, friedevollsten
friedfertig, friedfertiger, friedfertigsten
friedlich, friedlicher, friedlichsten
friedliebend, friedliebender, friedliebendsten
friedsam, friedsamer, friedsamsten
friedvoll, friedvoller, friedvollsten
friesisch, —, —
friesländisch, —, —
frigid, frigider, frigidesten
frigide, frigider, frigidesten
frikativ, —, —
frisch, frischer, frischesten
frischgebacken, —, —
fristgerecht, —, —
fristlos, -, -
frivol, frivoler, frivolsten
froh, froher, frohsten
frohgemut, frohgemuter, frohgemutesten
fromm, frommer, frommsten
frontal, —, —
frostempfindlich, frostempfindlicher, frostempfindlichsten
frostfrei, —, —
frostig, frostiger, frostigsten
fruchtig, fruchtiger, fruchtigsten
fruchtlos, fruchtloser, fruchtlosesten
frugal, frugaler, frugalsten
frustriert, frustrierter, frustriertesten
fränkisch, fränkischer, fränkischsten
fröhlich, fröhlicher, fröhlichsten
frömmlerisch, frömmlerischer, frömmlerischsten
früh, früher, frühesten
frühblühend, —, —
frühdynastisch, —, —
frühestmöglich, —, —
frühlingshaft, frühlingshafter, frühlingshaftesten
frühmittelalterlich, -, -
frühmittelhochdeutsch, —, —
frühneuhochdeutsch, —, —
frühreif, frühreifer, frühreifsten
frühzeitig, —, —
fuchsig, fuchsiger, fuchsigsten
fuchsteufelswild, —, —
fuchtig, fuchtiger, fuchtigsten
fuldisch, –, –
fulminant, fulminanter, fulminantesten
fummelig, fummeliger, fummeligsten
fundamental, fundamentaler, fundamentalsten
fundiert, fundierter, fundiertesten
fungibel, —, —
fungizid, —, —
funklig, funkliger, funkligsten
funktional, funktionaler, funktionalsten
funktionsfähig, funktionsfähiger, funktionsfähigsten
funktionstüchtig, funktionstüchtiger, funktionstüchtigsten
funzelig, funzeliger, funzeligsten
funzlig, funzliger, funzligsten
furchteinflößend, furchteinflößender, furchteinflößendsten
furchterregend, furchterregender, furchterregendsten
furchtlos, furchtloser, furchtlosesten
furchtsam, furchtsamer, furchtsamsten
furios, furioser, furiosesten
furztrocken, furztrockener, furztrockensten
futsch, —, —
futschikato, —, —
futuristisch, futuristischer, futuristischsten
futurologisch, —, —
fußballbegeistert, fußballbegeisterter, fußballbegeistertsten
fußläufig, —, —
fächerartig, —, —
fächerförmig, -, -
fähig, fähiger, fähigsten
fällig, —, —
fälschlich, -, -
fälschungssicher, fälschungssicherer, fälschungssichersten
fängig, fängiger, fängigsten
färingisch, —, —
färöisch, —, —
föderal, föderaler, föderalsten
föhren, –, –
förderlich, förderlicher, förderlichsten
förmlich, förmlicher, förmlichsten
fügsam, fügsamer, fügsamsten
fühlbar, fühlbarer, fühlbarsten
fühnsch, –, –
führend, —, —
füllig, fülliger, fülligsten
fünfeckig, —, —
fünffach, —, —
fünfhundertste, —, —
fünfjährig, -, -
fünfjährlich, -, -
fünfmastig, —, —
fünfminütig, -, -
fünfmonatig, —, —
fünfmonatlich, -, -
fünfpfündig, -, -
fünfprozentig, —, —
fünfsemestrig, -, -
fünfsilbig, -, -
fünfstellig, —, —
fünfstöckig, -, -
fünfstündig, —, —
fünfstündlich, -, -
fünfte, —, —
fünftel, -, -
fünftägig, -, -
